track_name,artist,released_year,released_month,released_day,in_spotify_playlists,streams,bpm,key,mode
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,2022,2,4,1888,121913181,71,,Minor
DAN��A,"Mc Pedrinho, Pedro Sampaio",2022,2,1,911,208166039,135,A,Minor
Yo Voy (feat. Daddy Yankee),Zion & Lennox,2004,5,4,2954,527033089,95,A#,Major
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2022,3,3,461,94616487,71,C#,Minor
Jordan,Ryan Castro,2021,4,30,2844,394030335,180,A#,Minor
Nail Tech,Jack Harlow,2022,2,18,2939,193443895,150,E,Minor
Chale,Eden Mu��,2022,2,18,695,299648208,189,G#,Major
DARARI,Treasure,2022,2,15,328,182978249,85,,Major
Ya No Somos Ni Seremos,Christian Nodal,2022,2,18,866,319757142,140,G,Major
Thinking with My Dick,"Kevin Gates, Juicy J",2013,7,16,1550,109091573,81,,Major
Freaky Deaky,"Tyga, Doja Cat",2022,2,25,1729,153240879,104,D,Minor
this is what falling in love feels like,JVKE,2021,9,3,2005,346127840,129,B,Major
La Zona,Bad Bunny,2020,2,29,1188,312622938,94,C#,Minor
Bohemian Rhapsody - Remastered 2011,Queen,1975,10,31,40112,2197010679,71,,Minor
Hope,XXXTENTACION,2018,3,16,3659,1200808494,146,A,Minor
Levitating,Dua Lipa,2020,3,27,9833,797196073,103,F#,Minor
Wake Me Up - Radio Edit,Avicii,2013,1,1,50887,1970673297,124,D,Major
"jealousy, jealousy",Olivia Rodrigo,2021,5,21,3257,665765558,164,A#,Minor
Mon��y so,YEAT,2021,9,10,1473,263779030,138,D,Major
Demasiadas Mujeres,C. Tangana,2020,10,8,2226,339473453,126,A,Minor
Something Just Like This,"The Chainsmokers, Coldplay",2017,2,22,23375,2204080728,103,B,Minor
Closer,"The Chainsmokers, Halsey",2016,5,31,28032,2591224264,95,G#,Major
O.O,NMIXX,2022,2,22,290,135444283,200,B,Minor
Somebody That I Used To Know,"Gotye, Kimbra",2011,1,1,42798,1457139296,129,,Major
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2019,6,28,2605,236872197,98,F#,Minor
First Class,Jack Harlow,2022,4,8,8737,694525298,107,G#,Major
Plan A,Paulo Londra,2022,3,23,1105,240661097,174,,Major
Fuera del mercado,Danny Ocean,2022,2,17,2499,421365166,92,G#,Major
X ��LTIMA,"Daddy Yankee, Bad Bunny",2022,3,25,2697,349746291,90,G,Major
When You're Gone,Shawn Mendes,2022,3,31,2092,255120451,147,F,Major
In My Head,Lil Tjay,2022,4,1,1185,190981339,143,C#,Major
Wait a Minute!,Willow,2015,1,11,11985,924193303,101,D#,Minor
LOVE DIVE,IVE,2022,4,5,753,305771063,118,C#,Minor
Pantysito,"Feid, Alejo, Robi",2022,3,18,2995,273005485,98,G,Minor
Chance,Paulo Londra,2022,4,6,225,89566512,138,C#,Minor
Cool for the Summer,Demi Lovato,2015,1,1,9243,677389855,114,F,Minor
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2022,4,7,918,75476209,180,G,Minor
Angel Baby,Troye Sivan,2021,9,9,1959,408843328,145,B,Major
Vampiro,"Matu��, Wiu, ",2022,1,30,540,187772591,115,G#,Minor
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",2022,3,31,859,178512385,82,A#,Major
Right On,Lil Baby,2022,4,8,1116,101780047,166,D,Major
Me Arrepent�,"Ak4:20, Cris Mj, Pailita",2022,3,30,273,118381354,92,,Major
That's Hilarious,Charlie Puth,2022,4,8,686,146363130,108,F#,Major
Soy El Unico,Yahritza Y Su Esencia,2022,3,25,226,126443991,84,E,Minor
RUMBAT�,Daddy Yankee,2022,3,25,1264,157990698,95,D#,Minor
sentaDONA (Remix) s2,"Lu��sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",2022,3,17,870,176290831,135,D#,Minor
Falling,Harry Styles,2019,12,13,7556,1023187129,110,E,Major
Sigue,"Ed Sheeran, J Balvin",1996,11,24,1370,106933107,88,G,Major
Fim de Semana no Rio,teto,2022,3,30,315,139193812,119,C#,Minor
MANIAC,Stray Kids,2022,3,18,651,212234990,120,C#,Major
There's Nothing Holdin' Me Back,Shawn Mendes,2016,9,23,12382,1714490998,122,D,Major
IDGAF (with blackbear),"Blackbear, BoyWithUke",2022,3,18,625,197643795,98,F,Major
Golden,Harry Styles,2019,12,13,8429,807015863,140,E,Minor
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",2013,1,1,52898,933815613,116,F#,Minor
Ain't Shit,Doja Cat,2021,6,25,3436,499710590,124,D#,Major
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar���s Turning Red), Topher Ngo, Grayson Vill",2022,2,25,918,120847157,105,A,Minor
Still Life,BIGBANG,2022,4,5,181,53909146,118,G#,Major
Photograph,Ed Sheeran,2014,6,20,18778,2236667932,108,E,Major
Love Yourself,Justin Bieber,2015,11,9,22730,2123309722,100,E,Major
N95,Kendrick Lamar,2022,5,13,5542,301242089,140,D#,Minor
About Damn Time,Lizzo,2022,4,14,9021,723894473,109,A#,Minor
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",2022,5,13,4627,237351106,101,C#,Minor
Despu��s de la P,Bad Bunny,2022,5,6,2229,461558540,78,F,Major
Un Ratito,Bad Bunny,2022,5,6,1112,417230415,93,,Minor
United In Grief,Kendrick Lamar,2022,5,13,2575,156898322,87,G#,Major
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2022,5,13,3107,127309180,153,A#,Minor
Yo No Soy Celoso,Bad Bunny,2022,5,6,1179,313113297,142,,Major
Rich Spirit,Kendrick Lamar,2022,5,13,3486,173702135,96,A#,Minor
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2022,5,12,2942,271666301,125,,Major
Me Fui de Vacaciones,Bad Bunny,2022,5,6,1443,305650299,85,A#,Major
Silent Hill,"Kendrick Lamar, Kodak Black",2022,5,13,3028,123216717,140,C#,Minor
La Corriente,"Tony Dize, Bad Bunny",2022,5,6,1796,479655659,196,B,Minor
Count Me Out,Kendrick Lamar,2022,5,13,2729,126191104,134,G,Major
Andrea,"Buscabulla, Bad Bunny",2022,5,6,1195,344055883,103,C#,Minor
Dos Mil 16,Bad Bunny,2022,5,6,892,338422004,130,C#,Major
We Cry Together,"Kendrick Lamar, Taylour Paige",2022,5,13,1635,68895644,108,B,Major
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",2022,5,13,2291,86176890,123,G#,Major
Un Coco,Bad Bunny,2022,5,6,1029,403231558,152,B,Major
Otro Atardecer,"Bad Bunny, The Mar��",2022,5,6,1681,319546754,108,D,Major
Worldwide Steppers,Kendrick Lamar,2022,5,13,1480,61739839,72,A#,Minor
Aguacero,Bad Bunny,2022,5,6,829,283359161,121,F#,Minor
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",2022,5,13,2308,76831876,138,D#,Minor
Un Verano Sin Ti,Bad Bunny,2022,5,6,1004,283332261,188,F,Minor
ULTRA SOLO,"Polima WestCoast, Pailita",2022,2,14,1367,307752576,110,C#,Major
Ens����ame ,Bad Bunny,2022,5,6,1112,279737940,105,G#,Major
El Apag�,Bad Bunny,2022,5,6,1209,212351890,118,G#,Major
Callaita,"Bad Bunny, Tainy",2019,5,31,9539,1304313953,176,D,Major
Dua Lipa,Jack Harlow,2022,5,6,1992,150500965,158,B,Major
Agosto,Bad Bunny,2022,5,6,897,246127838,115,C#,Minor
House Of Memories,Panic! At The Disco,2016,1,15,2948,582863434,110,B,Minor
Mr. Morale,"Kendrick Lamar, Tanna Leone",2022,5,13,1860,58687425,174,A,Major
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2022,4,29,802,212109195,130,E,Major
In The Stars,Benson Boone,2022,4,29,2224,382199619,78,A#,Major
Rich - Interlude,Kendrick Lamar,2022,5,13,1103,41210087,104,G,Major
SUPERMODEL,M��ne,2022,5,13,2265,231657891,121,G,Major
Stefania (Kalush Orchestra),KALUSH,2022,3,10,555,53729194,105,D,Major
Thousand Miles,The Kid Laroi,2022,4,22,2050,244741137,81,G,Major
Crown,Kendrick Lamar,2022,5,13,1493,42485571,170,C#,Minor
Auntie Diaries,Kendrick Lamar,2022,5,13,1545,37778188,78,G,Major
PUFFIN ON ZOOTIEZ,Future,2022,4,29,2350,254218729,125,G#,Major
Mirror,Kendrick Lamar,2022,5,13,1929,53603447,92,E,Minor
Beautiful Girl,Luciano,2022,4,22,710,160035717,140,B,Minor
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2022,4,25,928,164163229,96,,Major
Savior - Interlude,Kendrick Lamar,2022,5,13,1194,37091576,118,F,Minor
Pasoori,"Shae Gill, Ali Sethi",2022,2,6,349,284249832,92,B,Minor
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2022,5,13,1890,33381454,140,G#,Minor
TUS L��GR,"Sech, Mora",2022,4,1,1308,184622518,174,C#,Major
Where Did You Go?,"MNEK, Jax Jones",2022,1,26,4531,300983101,127,A#,Major
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2022,5,6,1657,121077868,96,B,Major
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2022,4,29,1351,106919680,150,G#,Minor
ZOOM,Jessi,2022,4,13,608,136996305,100,F#,Major
SloMo,Chanel,2021,12,24,1211,65719930,105,C#,Minor
FEARLESS,LE SSERAFIM,2022,5,2,629,229497852,104,G,Major
10 Things I Hate About You,Leah Kate,2022,3,23,1301,185550869,154,G#,Major
SPACE MAN,Sam Ryder,2022,2,22,1329,54682594,80,B,Major
With you,"HA SUNG WOON, Jimin",2022,4,24,343,240580042,150,D#,Major
Iris,The Goo Goo Dolls,1998,3,31,13101,1284942608,156,B,Minor
The Heart Part 5,Kendrick Lamar,2022,5,8,2939,71423324,98,G#,Minor
San Lucas,Kevin Kaarl,2019,11,7,407,244891912,92,G,Major
This Love (Taylor���s Ve,Taylor Swift,2022,5,6,1492,132171975,144,E,Major
Good Looking,Suki Waterhouse,2017,10,20,2264,184706613,150,E,Major
Flowers,Lauren Spencer Smith,2021,8,9,801,184826429,138,D#,Major
Yet To Come,BTS,2022,6,10,829,302006641,172,C#,Major
Run BTS,BTS,2022,6,10,736,330881149,77,G#,Major
Music For a Sushi Restaurant,Harry Styles,2022,5,20,4449,334733572,107,B,Major
Matilda,Harry Styles,2022,5,20,3218,366214458,114,D,Major
For Youth,BTS,2022,6,10,327,114546317,117,D,Major
Daylight,Harry Styles,2022,5,20,2775,290833204,146,,Major
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,2022,5,6,4576,448500832,160,G#,Minor
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",2022,6,10,2313,136676504,120,G,Major
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",2022,5,27,3983,190625045,100,B,Minor
Born Singer,BTS,2022,6,10,279,79095270,158,G#,Minor
Little Freak,Harry Styles,2022,5,20,2302,273194684,142,D#,Major
La Llevo Al Cielo (Ft. ��engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",2022,5,20,3559,333146475,170,A,Minor
True Love,"Kanye West, XXXTENTACION",2022,5,27,2129,194902696,84,F,Minor
Satellite,Harry Styles,2022,5,20,3291,311482393,139,,Major
Pass The Dutchie,Musical Youth,1982,1,1,5328,195918494,151,G,Major
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2022,6,8,1401,248511839,128,C#,Minor
Love Of My Life,Harry Styles,2022,5,20,1933,233671263,118,G,Major
Grapejuice,Harry Styles,2022,5,20,1986,199587884,183,F,Major
So Good,Halsey,2022,6,9,1057,91781263,83,D#,Minor
Belly Dancer,"BYOR, Imanbek",2022,2,18,5115,383835984,122,C#,Major
Keep Driving,Harry Styles,2022,5,20,2094,236060709,165,A,Major
Cinema,Harry Styles,2022,5,20,2171,189236868,106,A,Minor
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2022,5,25,896,160845341,77,B,Major
Only Love Can Hurt Like This,Paloma Faith,2014,1,1,5148,588955257,91,G#,Major
Hold My Hand,Lady Gaga,2022,5,3,2528,238350348,148,G,Major
Daydreaming,Harry Styles,2022,5,20,1900,187703102,114,E,Minor
Numb,"Marshmello, Khalid",2022,6,10,3879,295307001,120,,Minor
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2022,6,2,896,138334433,92,F#,Major
Me and Your Mama,Childish Gambino,2016,11,10,8775,445590495,118,F,Major
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",2022,3,18,5290,286739476,123,E,Minor
SLOW DANCING IN THE DARK,Joji,2018,9,12,10211,1122364376,89,D#,Major
Antes de Perderte,Duki,2022,6,2,584,157136970,110,F,Minor
Boyfriends,Harry Styles,2022,5,20,1517,137070925,118,,Major
295,Sidhu Moose Wala,2021,5,15,246,183273246,90,B,Minor
Tak Ingin Usai,Keisya Levronka,2022,5,13,220,184807630,130,,Major
En El Radio Un Cochinero,Victor Cibrian,2022,5,13,514,164856284,154,F#,Minor
Master of Puppets (Remastered),Metallica,1986,3,3,6080,704171068,105,E,Minor
BREAK MY SOUL,Beyonc�,2022,6,21,9724,354614964,115,C#,Minor
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",2022,6,16,2341,279717388,110,C#,Major
Massive,Drake,2022,6,17,5263,195628667,125,E,Minor
Betty (Get Money),Yung Gravy,2022,6,10,2402,221752937,102,C#,Major
Ojos Marrones,Lasso,2022,2,6,795,263280370,120,G#,Minor
POP!,Nayeon,2022,6,24,571,213505179,97,D,Major
Layla,"Sch��rze, DJ R",2022,3,24,832,130419412,140,F,Minor
MORE,j-hope,2022,7,1,565,155795783,97,D,Major
Sweet Child O' Mine,Guns N' Roses,1987,1,1,41231,1553497987,125,F#,Major
Last Last,Burna Boy,2022,5,12,4526,293466523,88,D#,Minor
SNAP,Rosa Linn,2022,3,19,1818,711366595,170,,Major
Sticky,Drake,2022,6,17,2814,191448892,137,A#,Minor
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",2022,7,1,1601,85924992,157,A,Major
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",2022,6,3,894,176103902,130,F#,Major
La Loto,"Anitta, Tini, Becky G",2022,7,6,945,121189256,90,C#,Major
die first,Nessa Barrett,2022,6,24,767,131746175,183,G#,Minor
Afraid To Feel,LF System,2022,5,2,5898,244790012,128,C#,Major
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",2022,6,10,685,129314708,130,D#,Minor
c��mo dormi,Rels B,2022,8,4,1452,331511413,126,C#,Major
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",2022,8,5,1456,219196651,120,,Major
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",2022,8,5,2107,170732845,130,E,Minor
Caile,Luar La L,2020,12,18,1494,273914335,122,,Major
Si Te La Encuentras Por Ah�,Feid,2022,8,5,1379,179061440,172,G#,Minor
GIVENCHY,Duki,2022,7,20,625,185236961,103,G#,Major
ALIEN SUPERSTAR,Beyonc�,2022,7,29,2688,171788484,122,A#,Minor
Mary On A Cross,Ghost,2019,9,13,2668,387080183,130,B,Major
Attention,NewJeans,2022,8,1,799,264717480,105,A#,Minor
THE SHADE,Rex Orange County,2022,3,11,1189,244928911,120,F,Major
"Come Back Home - From ""Purple Hearts""",Sofia Carson,2022,7,12,367,97610446,145,G,Major
El Rescate,"Grupo Marca Registrada, Junior H",2022,7,22,527,287278853,99,G,Minor
Heartless,Kanye West,2008,1,1,17504,887906111,88,A#,Minor
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",2022,7,15,3113,123473120,126,A,Major
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2022,8,15,685,295152154,136,,Major
JGL,"Luis R Conriquez, La Adictiva",2022,2,18,782,323455692,113,G#,Major
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",2022,6,16,2442,240918092,132,B,Major
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",2022,5,20,1112,191873381,135,G#,Major
Hold Me Closer,"Elton John, Britney Spears",2017,11,10,4967,284216603,126,,Major
Forget Me,Lewis Capaldi,2022,9,9,2520,239411309,102,C#,Minor
After LIKE,IVE,2022,8,22,767,265548837,125,,Major
Bound 2,Kanye West,2013,1,1,19806,703301727,149,C#,Major
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2022,6,15,5153,244585109,137,,Major
Talk that Talk,TWICE,2022,8,26,615,189476119,120,D#,Minor
BILLIE EILISH.,Armani White,2022,1,20,2537,277132266,100,C#,Major
Ferxxo 100,Feid,2022,6,3,1647,278920007,164,G#,Minor
KU LO SA - A COLORS SHOW,Oxlade,2022,6,10,2019,222410722,93,A#,Minor
Prohibidox,Feid,2022,9,13,1473,185392587,180,C#,Minor
Static,Steve Lacy,2022,7,15,1613,202452860,79,C#,Major
The Scientist,Coldplay,2002,8,5,30992,1608164312,146,F,Major
Sparks,Coldplay,2000,7,10,10826,624101957,103,C#,Major
Talk,YEAT,2022,9,2,920,148461629,140,E,Minor
XQ Te Pones As�,"Yandel, Feid",2022,9,13,308,47093942,92,A#,Major
Selfish,PnB Rock,2016,6,23,2468,380319238,102,C#,Minor
Sin Se��,"Ovy On The Drums, Quevedo",2022,7,22,1097,209106362,118,B,Minor
Lady Mi Amor,Feid,2022,9,13,330,53987404,93,D,Major
Poland,Lil Yachty,2022,6,23,1584,115331792,150,F,Minor
THE LONELIEST,M��ne,2022,10,7,1585,225093344,130,D,Major
Bye Bye,"Marshmello, Juice WRLD",2022,10,14,766,84697729,83,D#,Minor
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",2022,8,18,836,159240673,102,A,Major
Nxde,(G)I-DLE,2022,10,17,430,170709584,136,E,Minor
Miss You,Southstar,1982,5,16,2020,154356956,145,A,Major
we fell in love in october,girl in red,2018,11,21,6858,723043854,130,G,Major
2 Be Loved (Am I Ready),Lizzo,2022,7,14,3682,247689123,156,G,Major
Celestial,Ed Sheeran,2022,9,29,1639,176474912,123,D,Major
Typa Girl,BLACKPINK,2022,9,16,452,235549288,132,G,Major
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2020,12,18,668,140430339,125,D#,Minor
California Breeze,Lil Baby,2022,10,14,991,85559365,162,F,Minor
Bamba (feat. Aitch & BIA),"Luciano, Aitch, B�",2022,9,22,869,146223492,138,A#,Major
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",2022,7,1,648,187701588,161,A#,Minor
Major Distribution,"Drake, 21 Savage",2022,11,4,1545,154863153,131,G#,Minor
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",2022,11,4,1930,191333656,122,E,Minor
Vigilante Shit,Taylor Swift,2022,10,21,1948,253650850,80,E,Minor
Question...?,Taylor Swift,2022,10,21,1608,223064273,109,G,Major
On BS,"Drake, 21 Savage",2022,11,4,1338,170413877,158,A,Major
Mastermind,Taylor Swift,2022,10,21,1936,218320587,126,E,Major
Circo Loco,"Drake, 21 Savage",2022,11,4,1794,141720999,104,C#,Major
Labyrinth,Taylor Swift,2022,10,21,1597,187339835,110,,Major
Spin Bout U,"Drake, 21 Savage",2022,11,4,1652,198365537,130,G,Major
Sweet Nothing,Taylor Swift,2022,10,21,1747,186104310,177,,Major
"Would've, Could've, Should've",Taylor Swift,2022,10,21,1715,177503916,158,G,Major
Con La Brisa,"Ludwig Goransson, Foudeqush",2022,11,4,486,71095708,114,D,Minor
Privileged Rappers,"Drake, 21 Savage",2022,11,4,1007,112436403,144,F,Major
The Astronaut,Jin,2022,10,28,481,203436468,125,F,Major
BackOutsideBoyz,Drake,2022,11,4,1045,93367537,142,F,Minor
Broke Boys,"Drake, 21 Savage",2022,11,4,1060,106249219,120,D,Major
The Great War,Taylor Swift,2022,10,21,1274,181382590,96,F,Major
My Mind & Me,Selena Gomez,2022,11,3,953,91473363,144,A,Major
Bigger Than The Whole Sky,Taylor Swift,2022,10,21,1180,121871870,166,F#,Major
A Veces (feat. Feid),"Feid, Paulo Londra",2022,11,3,573,73513683,92,C#,Major
En La De Ella,"Feid, Sech, Jhayco",2022,10,20,1320,133895612,97,C#,Major
Alone,Burna Boy,2022,11,4,782,96007391,90,E,Minor